YearMonth,LangName,CommitCnts
2017-11,Jinja,61762
2009-2,Haskell,72453
2007-1,Smarty,135692
2014-5,Logos,204963
2017-6,Groovy,410512
2008-12,CMake,587027
2008-4,SuperCollider,4247558
2001-10,JavaScript,303990
2016-1,Csound,3089
2018-8,EJS,26318
2010-10,GAP,309892
2018-7,PLpgSQL,114324
2011-8,QMake,228821
2004-7,Elixir,39404
2019-10,C,1205754
2018-4,Cucumber,9012
2008-5,Smarty,118351
2001-12,CMake,152066
2010-2,PostScript,263629
2010-10,F#,47714
2019-2,PowerShell,583272
2020-12,TSQL,36171
2019-5,Objective-C,601627
2018-3,Classic ASP,578
2008-12,Tcl,271096
2015-8,MAXScript,37634
2011-9,Cucumber,237706
2020-7,Fluent,6981
2014-6,Puppet,157227
2003-2,TeX,706312
2014-9,EJS,21823
2003-4,OCaml,74887
2015-6,Arduino,142509
2009-7,MATLAB,28468
2017-12,Objective-C++,352466
2010-6,Elixir,52071
2016-3,Puppet,69284
2011-8,Arduino,146687
2019-8,Vim script,67872
2018-7,ActionScript,16455
2015-9,Gnuplot,105232
2019-12,Roff,297980
2018-5,Swift,204087
2020-10,MATLAB,37273
2016-5,GAP,129159
2018-12,OCaml,28210
2010-11,Perl 6,268462
2010-3,Haxe,106050
2010-12,Perl 6,256299
2004-6,Vim Script,7994
2012-8,Scheme,284431
2010-8,Genshi,11574
2014-3,Cap'n Proto,19200
2016-7,SystemVerilog,13665
2004-5,SWIG,6893
2014-10,Elixir,81371
2014-9,SQLPL,356213
2010-5,Perl 6,433609
2012-10,Mathematica,75539
2012-10,SystemVerilog,40009
2006-7,Ada,110763
2002-5,Scheme,164099
2003-5,Go,134750
2007-10,Mathematica,69580
2007-10,NewLisp,58714
2019-4,Vim Script,69517
2015-4,SystemVerilog,38935
2013-8,Slash,51501
2007-5,SWIG,11661
2014-10,NewLisp,38805
2014-6,ANTLR,190280
2014-4,Modula-2,18220
2020-4,Kotlin,94639
2004-12,Roff,99767
2004-12,Ruby,278914
2006-11,Pascal,343253
2002-2,Fortran,55910
2004-3,SystemVerilog,27556
2000-10,M4,85168
2016-2,AspectJ,39237
2002-6,Matlab,114806
2007-1,SRecode Template,17259
2020-10,Dart,20457
2006-2,Vim Script,11291
2006-12,VBA,4431
2000-2,Emacs Lisp,117308
2000-6,NewLisp,32681
2007-4,SystemVerilog,47969
2007-7,Modula-2,35725
2004-4,Go,121654
2000-4,NewLisp,16626
2008-9,Go,283723
2020-4,DTrace,61131
2011-5,SQLPL,199691
2014-8,Julia,32022
2010-6,sed,58749
2007-1,AppleScript,57051
2007-12,Mako,31412
2003-11,Roff,74316
2016-4,sed,342123
2007-10,Gettext Catalog,5015
2018-1,sed,401247
2008-5,Mako,22693
2008-1,SWIG,13334
2020-6,Hack,80971
2018-8,BlitzBasic,4557
2006-6,Groovy,105167
2005-4,Objective-C++,549323
2005-3,CMake,450971
2017-12,SystemVerilog,8524
2019-11,Haskell,27085
2012-5,sed,56218
2018-1,Blade,11385
2009-10,CoffeeScript,171972
2012-12,Haml,5184
2019-1,Scala,77211
2019-11,Slash,5998
2016-1,Haml,10211
2016-9,Nix,51256
2018-10,QML,74563
2018-12,Pascal,68736
2018-6,Prolog,48871
2011-11,Gosu,3521
2014-3,IDL,67422
2019-4,Puppet,14393
2016-7,Dart,27861
2018-9,M,4704
2005-12,XML,100474
2020-1,Modula-3,260
2005-8,XML,157092
2012-12,Oz,10314
2010-11,Oz,5692
2014-8,Pawn,26660
2013-4,TSQL,104597
2012-9,Pawn,16788
2011-5,Cucumber,209453
2017-2,RenderScript,5549
2004-4,Objective-C++,141516
2005-5,TypeScript,57942
2007-8,Cython,3693
2015-9,Csound,1765
2008-7,TypeScript,86018
2013-5,Cuda,67431
2012-6,Rich Text Format,16706
2013-9,Mercury,17572
2001-6,PLSQL,32988
2006-2,Dockerfile,44554
2012-2,AMPL,159865
2001-5,Dockerfile,4044
2010-3,Arduino,97990
2016-9,Mercury,3572
2013-5,D,227461
2004-1,Cython,729
2008-8,Rich Text Format,8311
2019-3,Perl6,9372
2014-1,Vim Snippet,9221
2015-6,XC,28685
2017-4,D,140698
2013-1,Arc,79711
2016-2,Svelte,1260
2005-5,EmberScript,12164
2001-12,Eiffel,43984
2013-11,EmberScript,70520
2018-11,SaltStack,30911
2017-7,SaltStack,174386
2013-3,Game Maker Language,24502
2002-4,Pure Data,77659
2009-7,Arc,35949
2011-5,GDScript,28414
2002-12,DTrace,87825
2002-12,GDScript,34162
2008-6,Eiffel,27830
2002-1,Nemerle,35570
2009-6,Nemerle,29450
2009-6,Pure Data,73980
2007-9,Eiffel,40378
2018-11,Stata,1584
2004-5,Pure Data,72160
2012-11,Eiffel,43287
2008-11,Nemerle,20948
2011-10,Arc,38753
2004-9,Inno Setup,36267
2008-8,EmberScript,10967
2008-8,Nemerle,24569
2006-4,EmberScript,8450
2001-3,Eiffel,37642
2001-3,Nemerle,26810
2002-3,C#,139952
2002-8,C#,125474
2010-9,Arc,51592
2013-6,Arc,63385
2012-6,CLIPS,102355
2010-5,Standard ML,111638
2017-9,Verilog,18663
2003-4,Lex,207913
2002-11,,34841
2020-8,Vim Snippet,54145
2019-10,OCaml,32720
2012-10,XQuery,63994
2010-4,Standard ML,125670
2016-12,Puppet,55198
2019-6,XQuery,12762
2016-5,XQuery,32863
2011-5,SAS,130901
2015-6,SMT,6528
2018-11,F#,52915
2014-4,Clarion,25380
2016-3,VBScript,17267
2014-9,FLUX,137474
2018-2,GDB,128612
2013-8,WebAssembly,1161
2010-11,Module Management System,120625
2010-11,CLIPS,133888
2013-12,Verilog,25326
2019-5,Ballerina,1044
2017-2,AppleScript,42336
2017-12,Liquid,5491
2019-11,Liquid,2539
2014-10,Jasmin,7297
2019-9,COBOL,1627
2014-3,Racket,11487
2014-10,Vue,74172
2015-1,VBScript,17151
2011-1,Jasmin,3602
2012-4,xBase,2037
2013-1,Jasmin,9590
2007-1,Module Management System,61737
2015-10,RAML,10412
2002-1,DIGITAL Command Language,82810
2001-10,Module Management System,53173
2005-5,SAS,84503
2008-2,CLIPS,76452
2005-8,Module Management System,45776
2006-11,SAS,58839
2014-4,ChucK,700
2011-12,Nix,30258
2004-8,COBOL,4257
2015-2,CartoCSS,15361
2015-2,VHDL,16901
2015-1,IDL,65994
2018-7,SuperCollider,16812
2018-4,Verilog,14326
2011-5,COBOL,18139
2015-12,JSONiq,9922
2013-12,SQL,10207
2011-12,AGS Script,10487
2015-8,COBOL,9017
2011-9,SQL,10364
2013-5,Eagle,30278
2006-9,AGS Script,10024
2016-8,COBOL,3257
2007-7,Eagle,9624
2016-9,Nunjucks,3134
2007-4,FreeMarker,12636
2008-7,Procfile,5429
2015-10,Genero,21
2010-6,Elm,35410
2005-5,GLSL,40283
2010-3,AutoIt,5557
2008-2,Elm,13461
2008-12,AGS Script,4454
2020-4,ABAP,1368
2017-5,JSONiq,8039
2011-7,OpenSCAD,6101
2005-12,SQLPL,124921
2011-11,Twig,18714
2016-5,Euphoria,2064
2016-12,POV-Ray SDL,26412
2017-10,Latte,440
2010-12,Pan,2439
2008-1,SCSS,47321
2014-4,Pan,2845
2010-5,ATS,6679
2013-6,Mustache,55590
2011-8,Pan,2830
2007-6,SCSS,45777
2017-5,Euphoria,1993
2009-6,Starlark,1797
2020-2,OpenSCAD,5196
2015-9,Crystal,9572
2014-10,Volt,18688
2013-5,Crystal,58067
2000-6,Vim script,9161
2014-5,LSL,7281
2015-4,Crystal,578623
2018-4,Nim,9248
2013-3,ABAP,21556
2013-3,JSONiq,20802
2000-12,Vim script,12207
2014-10,XProc,14542
2019-2,Crystal,5545
2007-9,XProc,5285
2014-2,Crystal,8003
2001-9,Vim script,9125
2004-1,Vim script,23115
2001-5,Rust,21273
2014-7,JSONiq,5534
2012-2,ASP.NET,4874
2013-12,PicoLisp,9192
2010-4,Dart,34773
2010-4,LiveScript,15848
2018-7,Nginx,25322
2002-10,Vim script,14125
2012-12,XProc,5369
2009-2,Boo,7642
2013-2,JSONiq,17324
2009-7,TSQL,20423
2013-8,ASP.NET,6168
2012-6,ASP.NET,3890
2015-2,Verilog,26238
2012-8,ASP.NET,5146
2019-6,Stan,316
2020-7,XProc,597
2017-1,XProc,5949
2019-3,Zeek,586
2011-7,Meson,28867
2006-10,ColdFusion,19708
2007-7,ColdFusion,16436
2006-6,ColdFusion,18470
2012-12,Terra,11265
2018-8,Kaitai Struct,52
2019-7,IDL,8563
2001-2,Redcode,9515
2012-1,AspectJ,122290
2010-10,Redcode,17710
2004-11,GCC Machine Description,16266
2001-4,Redcode,9711
2010-7,SaltStack,1269
2002-11,GCC Machine Description,8253
2006-9,Redcode,8589
2007-9,GCC Machine Description,11521
2016-10,E,6479
2014-2,Clean,1777
2020-11,LFE,48
2006-1,FLUX,33262
2016-8,Clarion,2096
2016-8,LabVIEW,250
2017-2,PicoLisp,3932
2020-12,HCL,48644
2018-12,VHDL,6926
2005-4,SmPL,46093
2005-12,Objective-J,650
2016-9,YASnippet,6166
2004-1,SmPL,4020
2003-11,Objective-J,301
2002-5,Haxe,6397
2015-2,Diff,27371
2002-1,Haxe,7276
2014-12,Diff,32487
2017-7,RPC,14989
2008-4,Diff,24196
2009-4,SmPL,4640
2009-12,KiCad,5228
2001-8,Haxe,21666
2014-10,YASnippet,2645
2019-11,Metal,9502
2017-11,Parrot,21
2018-5,GDScript,14558
2012-3,Graphviz (DOT),94037
2003-9,sed,18039
2009-1,Augeas,14598
2020-8,OpenSCAD,3391
2018-4,Brainfuck,7077
2010-3,Limbo,8294
2005-11,Augeas,847
2020-12,SourcePawn,117172
2008-9,RAML,18
2020-2,UnrealScript,110007
2016-6,Apex,18345
2014-11,Apex,20985
2018-7,Futhark,254
2019-2,Dhall,315
2018-11,XC,1050
2020-7,PostScript,17123
2017-5,GSC,4189
2009-3,Web Ontology Language,4298
2005-2,Ragel,3835
2012-11,Delphi,8977
2019-9,Matlab,5824
2007-1,POV-Ray SDL,55982
2013-11,WebIDL,23348
2016-3,CWeb,6230
2010-7,Less,27448
2010-2,Ioke,429
2008-9,POV-Ray SDL,37482
2008-10,POV-Ray SDL,47050
2016-6,YASnippet,4712
2015-10,PicoLisp,10472
2017-1,VCL,12157
2009-1,TSQL,20368
2004-8,DOT,15848
2016-3,jq,3434
2020-11,AMPL,10159
2010-2,HiveQL,433
2017-5,q,23718
2020-1,HiveQL,17617
2017-7,HiveQL,22790
2019-11,Sass,10013
2008-3,LiveScript,3493
2012-3,Factor,989
2011-6,Max,22172
2007-8,mupad,396
2010-3,Bro,358
2007-3,Julia,2218
2012-6,Hy,7944
2007-1,Hy,498
2007-2,Ioke,576
2007-2,LiveScript,1393
2010-5,Logtalk,254
2010-1,MoonScript,787
2009-5,MoonScript,345
2012-1,Tea,80
2010-11,Moocode,70
2015-5,Zimpl,1213
2020-12,Ragel,5113
2011-7,Myghty,555
2011-2,Boo,5757
2008-6,Moocode,422
2012-10,Tea,179
2008-10,J,78037
2015-9,mupad,263
2011-9,Volt,504
2006-2,Starlark,1424
2013-5,Golo,454
2006-4,Diff,15416
2002-10,Diff,2721
2009-10,WebAssembly,860
2018-7,Io,1528
2000-8,Io,2300
2000-10,Io,4485
2006-10,Io,22432
2008-2,Io,39356
2005-2,WebAssembly,741
2017-11,Cycript,623
2010-6,Jinja,2650
2004-10,Jinja,769
2015-6,Fantom,1674
2017-1,HiveQL,22960
2018-5,Fancy,620
2002-12,Hack,36508
2019-9,Boogie,300
2004-12,UnrealScript,3877
2004-9,BitBake,3239
2017-8,Common Workflow Language,2083
2019-5,PureBasic,7695
2015-10,TLA,10092
2016-12,Max,5623
2014-12,TLA,8640
2015-12,TLA,9622
2009-6,Delphi,22530
2013-6,TLA,10793
2014-4,TLA,8018
2019-6,YAML,228
2010-4,Nim,1464
2001-10,Processing,3
2013-2,Pep8,80
2019-12,RobotFramework,28434
2013-11,Lasso,10478
2004-1,LiveScript,1857
2019-11,SQF,178
2013-3,Pike,1285
2005-5,VBScript,6154
2013-5,APL,557
2004-1,Twig,457
2004-8,Limbo,1999
2004-6,Limbo,1696
2003-9,Limbo,1385
2000-8,Limbo,790
2004-2,Julia,1228
2001-2,Julia,1731
2019-5,Promela,9473
2017-3,Euphoria,2135
2010-6,nesC,69028
2005-5,HLSL,13517
2013-2,Self,82
2010-7,Pawn,12864
2020-8,Earthly,187
2008-8,Pawn,13991
2008-3,Pawn,13486
2004-6,QML,28484
2018-8,API Blueprint,1853
2005-12,Coq,3799
2000-5,Coq,4598
2009-7,Coq,3826
2010-4,Click,3377
2008-2,Click,6097
2006-9,Click,2527
2000-6,VHDL,1145
2006-8,Eagle,928
2002-5,AMPL,6894
2016-3,ATS,148
2015-3,KRL,890
2016-2,Metal,20973
2010-1,Metal,2934
2019-6,Qt Script,435
2013-8,KRL,889
2011-12,KRL,939
2012-8,KRL,708
2014-3,JFlex,5837
2005-6,Zephir,19
2020-6,P4,332
2004-2,Zephir,209
2000-8,QML,1638
2008-12,Zephir,3520
2004-5,Clojure,6212
2006-9,PureBasic,220
2002-11,CoffeeScript,10195
2019-10,JSONiq,8526
2010-4,Crystal,1276
2009-4,JSONiq,1164
2009-9,Crystal,1410
2012-6,Crystal,1897
2018-5,Brainfuck,8891
2000-6,Dart,360
2002-11,Arduino,700
2002-10,Arduino,649
2003-12,Arduino,858
2018-4,Eagle,884
2011-7,NASL,13535
2003-9,Pawn,7792
2016-12,Lean,5579
2018-2,Nunjucks,5545
2008-2,Handlebars,8359
2006-11,Haml,448
2019-7,Singularity,312
2018-10,EmberScript,11272
2016-8,SMT,3875
2017-11,AL,924
2020-2,SMT,1177
2019-6,SMT,1753
2016-12,SMT,3336
2007-1,Squirrel,15369
2007-2,Squirrel,9894
2017-1,ECL,1921
2009-11,Squirrel,14032
2017-9,ECL,601
2019-7,ECL,880
2019-1,Riot,3927
2018-8,ECL,759
2003-1,eC,1125
2002-7,Rich Text Format,3007
2020-12,RenderScript,4426
2003-4,Squirrel,15
2012-7,REXX,8800
2009-3,REXX,9036
2000-11,SWIG,3971
2006-2,F#,461
2006-10,Cap'n Proto,1136
2018-1,Isabelle,1555
2008-9,Cap'n Proto,2012
2017-2,Faust,2449
2015-9,XPages,37
2014-1,Turing,10488
2003-5,Turing,20560
2002-10,Raku,16688
2017-11,Objective-J,551
2018-10,Reason,4904
2002-2,AspectJ,16
2013-12,Monkey C,685
2013-3,ShaderLab,1045
2019-5,Squirrel,396
2012-8,AIDL,1492
2013-1,Ecl,607
2013-7,Dylan,1469
2013-9,Chapel,4411
2013-9,Monkey,97
2009-8,Brightscript,12
2014-2,Brightscript,644
2012-2,Earthly,10
2009-10,Earthly,10
2016-3,ooc,3115
2007-8,Propeller Spin,124
2016-3,XPages,28
2020-2,Eiffel,3960
2015-5,CodeQL,2799
2020-11,PicoLisp,2097
2010-8,CWeb,4188
2020-10,XML,286
2014-11,Myghty,2047
2001-12,LLVM,2174
2017-12,ReScript,5982
2009-4,Pike,690
2017-5,Nimrod,349
2010-5,SMT,425
2009-1,SMT,362
2020-3,RouterOS Script,685
2002-6,Pike,195
2017-10,ATS,59
2019-5,LilyPond,467
2016-10,Witcher Script,310
2014-11,Cycript,7587
2015-3,Agda,1036
2012-6,JetBrains MPS,594
2018-9,Markdown,203
2017-1,Smali,467
2013-4,Promela,10255
2018-2,Promela,8326
2009-4,Clarion,1007
2014-11,NCL,634
2016-3,Ox,26
2020-3,Befunge,1
2016-12,Turing,850
2003-12,Slim,135
2005-12,Sass,373
2000-2,Haxe,3916
2003-3,Sass,126
2019-12,Genshi,386
2002-11,VBA,2784
2005-11,StringTemplate,162
2006-3,StringTemplate,292
2019-12,Visual Basic 6.0,2359
2010-7,ZenScript,15
2010-12,ZenScript,41
2015-2,Faust,3404
2018-8,Hy,2970
2019-8,Cypher,118
2003-8,ImageJ Macro,46
2003-8,Lean,46
2009-3,HCL,697
2010-2,ImageJ Macro,38
2004-7,Lean,23
2007-3,Classic ASP,23
2009-8,HCL,1145
2004-3,Lean,29
2002-3,Vim Snippet,12
2003-10,PigLatin,12
2005-12,FreeBasic,414
2016-6,Boo,625
2011-4,FreeBasic,596
2016-7,Nasal,6826
2019-6,Csound,1168
2018-4,Mermaid,2426
2002-7,Procfile,18
2001-4,Metal,114
2001-6,Metal,99
2001-11,Metal,103
2002-10,Metal,33
2003-5,UnrealScript,6935
2006-12,ReScript,3286
2004-8,ReScript,3427
2001-11,ReScript,1031
2010-5,JetBrains MPS,117
2016-10,YAML,396
2017-3,Kit,32
2001-8,RenderScript,3281
2019-2,Ragel in Ruby Host,501
2018-10,Ragel in Ruby Host,812
2020-8,Bluespec,31
2020-10,VCL,1268
2013-6,GAMS,248
2014-5,GAMS,211
2019-1,REALbasic,16
2018-5,OpenQASM,4432
2020-12,OpenQASM,1947
2018-6,OpenQASM,1504
2017-11,NCL,254
2017-1,ChucK,159
2020-11,Modelica,635
2015-11,Bluespec,878
2004-10,MAXScript,1819
2001-5,Handlebars,196
2011-9,Closure Templates,5
2011-1,KiCad Layout,135
2012-9,KiCad Layout,580
2017-3,CSON,2
2016-10,Inform 7,1303
2002-6,TSQL,1330
2001-11,TSQL,1182
2010-10,Inform 7,113
2006-11,Jsonnet,1770
2019-1,Nearley,391
2019-9,Nearley,353
2019-1,Asymptote,233
2018-9,Red,2664
2019-4,Asymptote,239
2020-8,ASL,3551
2017-7,LFE,32
2018-2,APL,372
2019-2,HolyC,21
2016-8,Gleam,13
2019-7,DenizenScript,5
2018-1,Gleam,24
2020-12,Csound Score,174
2014-5,Grammatical Framework,424
2015-7,Cool,1255
2015-6,Opa,113
2007-11,CartoCSS,8
2003-3,Thrift,416
2002-3,1C Enterprise,102
2001-10,1C Enterprise,88
2016-4,Dogescript,40
2014-12,Ren'Py,11
2001-11,XProc,2023
2006-3,Self,424
2008-5,Self,309
2015-1,Logtalk,182
2014-4,Solidity,2008
2007-4,Inform 7,100
2003-9,Lasso,1737
2020-12,Pony,254
2014-9,Velocity Template Language,177
2017-7,Imba,118
2012-10,KakouneScript,363
2017-5,Marko,199
2012-10,Agda,520
2008-6,RUNOFF,80
2005-1,RUNOFF,112
2006-6,RUNOFF,2
2002-6,ASP.NET,30
2004-4,BASIC,58
2018-5,Zephir,217
2013-11,Riot,1074
2013-2,Riot,186
2012-3,Riot,108
2016-12,KRL,66
2007-12,Brightscript,8
2015-1,Beef,267
2007-2,Visual Basic .NET,693
2008-7,Visual Basic .NET,1776
2019-6,Grammatical Framework,136
2011-5,Monkey,236
2009-1,Ceylon,250
2002-6,KRL,1520
2005-12,KRL,1096
2001-7,FLUX,419
2010-8,Stylus,298
2010-3,Stylus,160
2014-8,F*,249
2006-2,MoonScript,254
2020-8,CUE,536
2019-2,CUE,971
2014-5,Qt Script,363
2015-11,ASL,3328
2020-4,ASL,3027
2007-8,Parrot,4577
2003-5,Parrot,2131
2009-2,UrWeb,158
2013-1,UrWeb,861
2004-11,APL,77
2017-1,Factor,800
2019-12,Factor,373
2013-9,Macaulay2,36
2000-9,eC,272
2014-7,YAML,20
2020-1,Smali,331
2012-7,ASL,483
2010-2,ASL,422
2002-1,AngelScript,807
2020-10,ZAP,917
2008-11,EJS,308
2019-11,KRL,46
2012-11,PogoScript,60
2020-10,NetLogo,14
2008-1,VCL,2647
2000-12,Twig,51
2010-1,YASnippet,302
2018-11,LookML,123
2008-10,F*,87
2009-11,F*,71
2020-10,Web Ontology Language,49
2009-12,Chapel,3632
2009-1,LOLCODE,3672
2002-10,LOLCODE,3477
2001-4,Chapel,2961
2019-1,Harbour,70
2010-11,Grammatical Framework,8
2013-12,LabVIEW,76
2015-1,Shen,68
2005-2,nesC,979
2002-7,Oz,40
2006-3,nesC,2341
2004-7,FreeMarker,274
2012-7,Monkey C,431
2008-7,Monkey C,333
2017-8,ObjectScript,261
2000-7,Jinja,732
2011-3,ChucK,658
2008-4,TLA,32
2019-3,Scaml,140
2009-11,Monkey C,344
2012-6,Pony,39
2014-1,CAP CDS,484
2002-1,Elm,85
2002-5,Elm,40
2004-4,Elm,5
2008-12,YARA,6
2008-10,CUE,568
2007-10,CUE,221
2011-6,CUE,181
2015-7,CUE,269
2002-1,JFlex,57
2018-11,Ren'Py,5
2018-2,Fantom,303
2013-3,PDDL,158
2013-6,X10,75
2019-7,PDDL,46
2016-8,X10,30
2013-10,PDDL,79
2011-5,jq,320
2009-8,jq,369
2010-4,jq,232
2006-11,Oz,4
2008-11,Jolie,440
2011-4,Jolie,291
2013-3,Csound Score,1441
2004-11,Csound Document,174
2008-5,Filebench WML,22
2004-9,Filebench WML,3
2019-5,NCL,208
2000-3,FLUX,55
2009-5,Wren,14
2004-9,Faust,46
2004-3,Pep8,58
2010-7,Pep8,28
2006-5,Pep8,45
2007-7,Pep8,17
2019-5,ZAP,33
2020-10,Diff,81
2019-11,Fantom,301
2016-2,MQL5,282
2009-10,Harbour,33
2016-5,Zimpl,23
2020-4,MQL5,40
2015-5,Moocode,69
2013-12,DCPU-16 ASM,12
2013-5,Inform 7,396
2006-10,Agda,396
2008-3,Nit,105
2009-3,Stan,48
2007-10,NCL,120
2007-4,X10,21
2009-8,Shen,6
2020-1,DataWeave,2
2010-1,Papyrus,588
2010-11,Kaitai Struct,27
2019-1,ATS,62
2006-9,Common Workflow Language,36
2008-5,Slice,513
2011-12,Singularity,91
2003-11,Slice,86
2010-8,G-code,371
2008-8,mcfunction,72
2009-3,Futhark,32
2007-2,Cypher,96
2013-4,mcfunction,104
2009-7,Solidity,20
2009-2,G-code,85
2007-9,Cypher,78
2007-9,Motoko,78
2007-5,G-code,107
2011-8,Whiley,90
2007-10,Pony,60
2006-12,LilyPond,1020
2006-12,Whiley,122
2013-8,Macaulay2,45
2019-2,Tea,28
2019-6,Shen,21
2019-6,Tea,22
2013-12,Smithy,58
2011-10,Macaulay2,26
2011-7,Cypher,30
2009-6,Zig,32
2016-12,mcfunction,34
2010-6,Macaulay2,36
2016-11,mcfunction,10
2009-5,Pony,2
2003-5,LilyPond,190
2003-4,LilyPond,174
2005-2,Visual Basic 6.0,83
2005-7,Nextflow,23
2005-11,PureBasic,29
2003-5,PureBasic,19
2001-9,Nu,233
2000-9,Nu,37
2014-8,EQ,8
2003-2,Modelica,30
2014-3,hoon,336
2000-1,NCL,13
2009-10,RUNOFF,52
2016-5,RPGLE,1
2020-12,RPGLE,18
2009-4,Move,76
2017-3,Move,185
2005-11,Move,44
2008-2,Move,7
2010-4,Move,14
2016-3,Parrot,19
2011-3,Elvish,18
2017-12,Vyper,31
2020-10,Vyper,11
2012-9,CAP CDS,84
2009-6,GSC,41
2003-9,PowerBuilder,22
2012-6,PowerBuilder,24
2001-6,Csound,18
2019-4,reStructuredText,1
2003-6,RAML,2
2004-10,RAML,4
2003-3,ASL,101
2001-2,EJS,5
2000-2,ASL,5
2002-1,EJS,2
2008-10,Xonsh,18
2012-1,HolyC,2
2009-3,Closure Templates,104
2009-10,PureScript,400
2007-4,PureScript,51
2010-12,Ox,17
2020-9,Ox,1
2006-6,ChucK,1154
2013-3,DCPU-16 ASM,1
2002-1,Web Ontology Language,803
2001-12,Liquid,69
2006-7,Ecl,94
2001-11,Ecl,20
2013-9,Curry,5
2005-7,G-code,17
2004-3,OpenSCAD,53
2019-10,INI,19
2007-7,ATS,5069
2003-4,Classic ASP,16
2009-9,ASP,24543480
2010-8,Stata,23102
2008-5,Perl,18069664
2016-3,Go,2499013
2006-8,XSLT,2037304
2014-5,Yacc,8889464
2013-4,Protocol Buffer,622146
2018-8,Makefile,1814371
2011-10,C,26809279
2011-1,PowerShell,347333
2014-12,CSS,8963554
2014-12,GLSL,488851
2008-7,Assembly,38575771
2016-9,Python,5946213
2007-4,Scilab,10930623
2012-2,SourcePawn,13126540
2010-9,C++,21955384
2010-9,GDB,2505994
2011-3,Batchfile,2512916
2009-1,Erlang,2984404
2006-4,UnrealScript,7750767
2012-5,ASP,10738103
2008-9,Shell,19511175
2020-2,Shell,1963598
2012-11,CMake,1122876
2009-10,Awk,16274673
2011-4,Perl6,437916
2010-2,CSS,2849866
2010-12,Factor,711
2017-1,Objective-C++,665298
2009-11,Yacc,10938722
2017-11,Makefile,2584377
2010-1,Stata,12270
2017-2,Batchfile,2411899
2006-10,Perl,15777816
2013-7,Erlang,529404
2014-8,Lex,6295647
2010-11,Scala,4041203
2008-8,C++,16594952
2008-8,DOT,1791752
2007-3,C,10559455
2006-12,Groff,9433680
2016-7,Ruby,2720907
2017-4,Objective-C,1670917
2016-4,PLSQL,313136
2005-11,GDB,1977958
2016-4,Smarty,337461
2014-7,Lua,1027143
2017-5,C++,2405362
2014-2,Hack,143573
2017-9,PLpgSQL,181938
2013-12,VimL,2160955
2014-1,Perl6,448794
2013-5,Visual Basic,238943
2016-5,CoffeeScript,418620
2012-11,C#,1023255
2020-3,TypeScript,263443
2013-12,Rich Text Format,21249
2016-8,UnrealScript,883610
2004-5,Shell,931098
2011-10,Prolog,2448169
2013-2,Lua,509151
2014-1,Go,1510808
2013-10,ApacheConf,963199
2018-6,Logos,17421
2007-7,D,147525
2010-5,Gherkin,217209
2016-1,Perl,3563086
2018-3,MATLAB,111211
2004-9,Racket,23346
2000-1,JavaScript,110446
2014-7,Inno Setup,181532
2013-8,Rich Text Format,22305
2016-10,CMake,1506194
2001-11,CMake,147889
2003-6,ApacheConf,97759
2009-7,ActionScript,121243
2003-7,Python,589905
2009-1,Matlab,175632
2006-2,JavaScript,3033793
2005-11,PLSQL,235275
2019-12,HTML,1193344
2011-11,Objective-C++,3014885
2017-3,XSLT,633704
2017-12,HCL,91711
2016-11,Metal,19172
2011-8,Ruby,3200478
2008-10,M4,3987224
2009-1,Go,324544
2007-4,Visual Basic,253718
2002-2,C,523650
2012-4,F#,53658
2015-7,Propeller Spin,1969
2016-2,R,288063
2013-9,TypeScript,634957
2001-10,Factor,124
2010-8,Smarty,284355
2011-10,Hack,119579
2009-11,PLSQL,257118
2006-11,PostScript,88020
2015-6,Gnuplot,90635
2014-4,RobotFramework,9011
2001-1,Scheme,124724
2001-6,PHP,241075
2004-2,ActionScript,113906
2007-9,R,293880
2004-12,ActionScript,78588
2010-2,Gherkin,104165
2002-3,Factor,128
2017-9,Objective-C,1108854
2012-9,Red,4457
2017-9,Fortran,109426
2001-11,PostScript,80649
2015-8,Pascal,235305
2017-11,Jupyter Notebook,225876
2005-10,Elixir,36393
2019-7,Arduino,2330
2014-6,Emacs Lisp,831368
2018-3,Groff,34992
2020-4,ASP,13566
2014-12,Haxe,49245
2016-2,QMake,216038
2007-7,PostScript,98434
2018-12,Gherkin,72582
2015-8,SuperCollider,46189
2014-11,Haxe,60626
2018-9,EJS,21904
2020-6,Lua,209021
2004-8,Common Lisp,52932
2014-11,XML,31813
2012-3,FLUX,143444
2008-6,R,501150
2011-8,Hack,91573
2005-10,PowerShell,24301
2015-1,FORTRAN,126041
2002-4,Gherkin,7645
2011-7,Protocol Buffer,464251
2009-5,C#,459979
2018-1,Raku,40155
2010-3,Raku,32998
2019-3,Emacs Lisp,208974
2006-7,PostScript,78789
2001-11,M4,111717
2018-12,Smalltalk,39407
2012-9,Racket,51338
2011-4,RobotFramework,5928
2019-12,EJS,21880
2015-9,Fortran,105830
2016-5,Liquid,10516
2006-8,M4,833270
2015-4,Emacs Lisp,1365764
2016-10,Classic ASP,506
2016-11,Sage,15882
2017-4,Propeller Spin,2584
2014-4,Puppet,173143
2003-1,Common Lisp,65934
2018-9,VimL,12818
2002-1,Java,245656
2012-1,SWIG,19617
2012-2,TypeScript,375048
2014-6,MAXScript,19415
2016-3,Swift,567498
2015-5,Puppet,135946
2015-5,MAXScript,23137
2008-9,PowerShell,47054
2015-11,SourcePawn,1619410
2010-7,AppleScript,238440
